NGC5522, 0.01529, 0.015254, 0
NGC5525, 0.01851, 0.018523, 0
NGC5533, 0.01292, 0.012896, 0
IC0995, 0.01048, 0.010417, 0
NGC5532, 0.02476, 0.024704, 0
NGC5546, 0.02468, 0.02443, 0
IC0994, 0.02453, 0.02468, 0
NGC5557, 0.01081, 0.010737, 0
NGC5549, 0.02558, 0.025701, 0
UGC09165, 0.01772, 0.017542, 0
NGC5559, 0.01733, 0.017232, 0
UGC09182, 0.01557, 0.015492, 0
NGC5580, 0.01065, 0.010701, 0
UGC09199, 0.02577, 0.025808, 0
NGC5587, 0.0077, 0.007682, 0
NGC5602, 0.0075, 0.007438, 0
NGC5598, 0.01818, 0.018236, 0
NGC5611, 0.00674, 0.006565, 0
NGC5614, 0.01289, 0.012982, 0
NGC5616, 0.02815, 0.028143, 0
NGC5610, 0.017, 0.016888, 0
NGC5622, 0.01297, 0.012892, 0
NGC5631, 0.00643, 0.006484, 0
UGC09253, 0.01302, 0.013089, 0
NGC5623, 0.01142, 0.011194, 0
UGC09262, 0.02803, 0.028136, 0
NGC5633, 0.00786, 0.007785, 0
NGC5630, 0.00955, 0.008856, 0
NGC5635, 0.01434, 0.014397, 0
UGC09291, 0.00982, 0.009657, 0
NGC5642, 0.0144, 0.014363, 0
NGC5656, 0.01073, 0.010551, 0
NGC5657, 0.013, 0.013029, 0
NGC5659, 0.01503, 0.014944, 0
NGC5665, 0.0074, 0.007431, 0
NGC5675, 0.01317, 0.013252, 0
NGC5682, 0.00791, 0.007581, 0
NGC5687, 0.00724, 0.007148, 0
NGC5689, 0.00734, 0.007205, 0
NGC5684, 0.01373, 0.013616, 0
UGC09401, 0.01878, 0.018773, 0
NGC5714, 0.00757, 0.007462, 0
NGC5720, 0.02593, 0.025985, 0
UGC09448, 0.00739, 0.007415, 0
NGC5730, 0.00853, 0.008449, 0
NGC5731, 0.00914, 0.008463, 0
NGC5732, 0.01259, 0.012502, 0
UGC09476, 0.01079, 0.010881, 0
NGC5739, 0.01862, 0.017936, 0
NGC5735, 0.01254, 0.012482, 0
UGC09492, 0.02767, 0.027693, 0
UGC09518, 0.02929, 0.02908, 0
UGC09537, 0.02942, 0.029427, 0
UGC09542, 0.01831, 0.018217, 0
UGC09539, 0.02118, 0.021191, 0
NGC5772, 0.01629, 0.016345, 0
NGC5784, 0.01838, 0.017912, 0
UGC09598, 0.01868, 0.018637, 0
NGC5797, 0.01341, 0.013269, 0
IC1079, 0.0292, 0.028957, 0
UGC09629, 0.02615, 0.026218, 0
UGC09665, 0.00843, 0.008533, 0
NGC5829, 0.01873, 0.018797, 0
UGC09711, 0.02794, 0.028019, 0
IC4534, 0.01633, 0.016458, 0
